Restaurant Name,Last_Order,Recency_Days,Frequency,Monetary,Avg_Order_Value,Avg_Rating,R_Score,F_Score,M_Score,RFM_Score,RFM_Code,RFM_Segment
Full House - Aquilaria Clubhouse,2025-08-23,9,53,20057.0,378.4339622641509,4.422641509433962,1,2,3,6,123,Hibernating
Noor The Biryani House,2025-08-28,4,31,17266.600000000002,556.9870967741937,4.264516129032257,2,1,3,6,213,Hibernating
Prime Bakery & Sweets,2025-08-24,8,61,16514.5,270.7295081967213,4.555737704918032,1,2,3,6,123,Hibernating
Bikkgane Biryani,2025-08-14,18,39,15821.0,405.6666666666667,4.387179487179487,1,2,3,6,123,Hibernating
Friends Cafe,2025-08-19,13,66,15660.0,237.27272727272728,4.296969696969697,1,2,3,6,123,Hibernating
Uss Da Dhaba,2025-08-20,12,62,15430.0,248.8709677419355,4.4,1,2,3,6,123,Hibernating
Krav,2025-08-24,8,51,15423.0,302.4117647058824,4.492156862745098,1,2,3,6,123,Hibernating
Annpurna Thali,2025-08-25,7,13,14988.0,1152.923076923077,3.992307692307693,2,1,3,6,213,Hibernating
Brew n Bite,2025-08-19,13,56,14552.0,259.85714285714283,4.292857142857143,1,2,3,6,123,Hibernating
Seoul Burgers & Shakes,2025-08-17,15,54,13976.0,258.81481481481484,4.348148148148148,1,2,3,6,123,Hibernating
Rattan's Veg & Non Veg,2025-08-18,14,61,13710.0,224.75409836065575,4.357377049180328,1,2,3,6,123,Hibernating
ABC Fast Food,2025-08-27,5,59,13250.0,224.57627118644066,4.345762711864406,2,2,2,6,222,Hibernating
Hanglaatherium,2025-08-27,5,42,13192.0,314.0952380952381,4.511904761904762,2,2,2,6,222,Hibernating
JBs,2025-08-25,7,47,12871.0,273.8510638297872,4.425531914893617,2,2,2,6,222,Hibernating
Rangoli Ice Cream,2025-08-27,5,46,12750.0,277.17391304347825,4.415217391304348,2,2,2,6,222,Hibernating
Shri Bhog Rasoi Dhaba,2025-08-24,8,74,12723.0,171.93243243243242,4.322972972972973,1,3,2,6,132,At Risk
Ritz Mithai Vatika,2025-08-27,5,44,12379.5,281.35227272727275,4.484090909090909,2,2,2,6,222,Hibernating
Lacima Cafe & Pizzeria,2025-08-28,4,54,12275.0,227.3148148148148,4.374074074074074,2,2,2,6,222,Hibernating
Idly & Dosai Delight,2025-08-28,4,50,12188.0,243.76,4.354,2,2,2,6,222,Hibernating
Sree Vishnu Bhavan,2025-08-26,6,66,12164.0,184.3030303030303,4.406060606060606,2,2,2,6,222,Hibernating
Krishna Vaishno Dhaba,2025-08-28,4,62,12145.0,195.88709677419354,4.329032258064516,2,2,2,6,222,Hibernating
Hotel Enchanto Imphal,2025-08-24,8,75,12090.0,161.2,4.394666666666667,1,3,2,6,132,At Risk
Tiffin Story,2025-08-18,14,70,12070.0,172.42857142857142,3.9614285714285717,1,3,2,6,132,At Risk
Miles - City Mall,2025-08-28,4,57,12068.0,211.71929824561403,4.089473684210526,2,2,2,6,222,Hibernating
Kabab E Biryani,2025-08-28,4,46,11991.0,260.67391304347825,4.4,2,2,2,6,222,Hibernating
SGS Fast Food,2025-08-28,4,59,11880.0,201.35593220338984,4.4,2,2,2,6,222,Hibernating
Hotel Shubham Celebrations Dhanturi Group of Hotel,2025-08-05,27,88,11638.0,132.25,4.3715909090909095,1,3,2,6,132,At Risk
Vishal Vaishno Dhaba,2025-08-24,8,78,11413.0,146.32051282051282,4.4653846153846155,1,3,2,6,132,At Risk
New Mughlai Restaurant,2025-08-25,7,54,11235.0,208.05555555555554,4.112962962962963,2,2,2,6,222,Hibernating
Aryan Family's Delight,2025-08-28,4,40,11110.0,277.75,4.6425,2,2,2,6,222,Hibernating
Pizzas Hub,2025-08-27,5,51,11039.0,216.45098039215685,4.313725490196078,2,2,2,6,222,Hibernating
Wok N Roll,2025-08-24,8,77,10840.0,140.7792207792208,4.306493506493506,1,3,2,6,132,At Risk
The Pizza Bakery - Wood Fired Sourdough,2025-08-27,5,32,10779.0,336.84375,4.471875,2,2,2,6,222,Hibernating
Food Hut,2025-08-25,7,48,10657.0,222.02083333333334,3.90625,2,2,2,6,222,Hibernating
Rasoi Thali,2025-08-28,4,63,10588.0,168.06349206349208,3.888888888888889,2,2,2,6,222,Hibernating
Bambusa express,2025-08-27,5,51,10340.0,202.7450980392157,4.474509803921569,2,2,2,6,222,Hibernating
Infusion,2025-08-27,5,47,10217.0,217.38297872340425,4.217021276595745,2,2,2,6,222,Hibernating
Zero Miles,2025-08-28,4,54,10019.0,185.53703703703704,4.233333333333333,2,2,2,6,222,Hibernating
BOSS Burger,2025-08-25,7,42,9973.0,237.45238095238096,4.3880952380952385,2,2,2,6,222,Hibernating
Yummy Bites,2025-08-27,5,53,9790.0,184.71698113207546,4.3226415094339625,2,2,2,6,222,Hibernating
Chili's American Grill & Bar,2025-08-29,3,27,9745.0,360.9259259259259,4.466666666666667,3,1,2,6,312,Emerging
One Bites Sanjauli,2025-08-27,5,61,9568.0,156.85245901639345,4.344262295081967,2,2,2,6,222,Hibernating
La Milano Pizzeria,2025-08-26,6,44,9100.0,206.8181818181818,4.361363636363636,2,2,2,6,222,Hibernating
Vijay Dairy,2025-08-27,5,52,8625.0,165.8653846153846,4.75,2,2,2,6,222,Hibernating
Amar Bhojnalya,2025-08-25,7,64,8314.0,129.90625,4.125,2,2,2,6,222,Hibernating
Blossom Cafe,2025-08-28,4,56,8266.0,147.60714285714286,4.4,2,2,2,6,222,Hibernating
Noodle Kitchen,2025-08-25,7,38,7860.0,206.8421052631579,4.613157894736842,2,2,2,6,222,Hibernating
Brik Oven - Original Sourdough Pizzas,2025-08-29,3,20,7770.0,388.5,4.32,3,1,2,6,312,Emerging
Sandwich Junction,2025-08-28,4,56,7705.0,137.58928571428572,4.383928571428571,2,2,2,6,222,Hibernating
Shawarma Hut,2025-08-27,5,33,7309.0,221.4848484848485,4.348484848484849,2,2,2,6,222,Hibernating
Pasta Paradise,2025-08-25,7,39,7295.0,187.05128205128204,4.28974358974359,2,2,2,6,222,Hibernating
Brahmins' Thatte Idli,2025-08-26,6,58,7000.0,120.6896551724138,4.346551724137931,2,2,2,6,222,Hibernating
Shri Ganpati Misthan Bhandar,2025-08-25,7,33,7000.0,212.12121212121212,4.190909090909091,2,2,2,6,222,Hibernating
Cake Studio,2025-08-26,6,35,6783.0,193.8,4.4,2,2,2,6,222,Hibernating
Moti Mahal Delux,2025-08-26,6,32,6576.0,205.5,4.421875,2,2,2,6,222,Hibernating
Classic 11,2025-08-29,3,47,6306.0,134.17021276595744,4.4,3,2,1,6,321,Emerging
The Idli Foundry,2025-08-29,3,51,5740.0,112.54901960784314,4.53921568627451,3,2,1,6,321,Emerging
Das Khaman,2025-08-29,3,65,5650.75,86.93461538461538,4.293846153846154,3,2,1,6,321,Emerging
Sher E Punjab,2025-08-30,2,18,5624.0,312.44444444444446,4.338888888888889,4,1,1,6,411,Emerging
Try Me,2025-08-30,2,27,5033.35,186.4203703703704,4.362962962962963,4,1,1,6,411,Emerging
KC'S Kitchen,2025-08-30,2,16,4000.0,250.0,4.375,4,1,1,6,411,Emerging
Delicious Fast Food,2025-08-30,2,25,3685.0,147.4,4.02,4,1,1,6,411,Emerging
The Hazelnut Factory,2025-08-30,2,20,3488.17,174.4085,4.5,4,1,1,6,411,Emerging
Hotel Niramish Bhojanalay,2025-08-29,3,55,3205.0,58.27272727272727,4.009090909090909,3,2,1,6,321,Emerging
Bakingo-Cakes & Desserts,2025-08-18,14,31,21029.0,678.3548387096774,4.441935483870968,1,1,3,5,113,Hibernating
Huber & Holly,2025-08-24,8,20,15120.0,756.0,4.505000000000001,1,1,3,5,113,Hibernating
Nom Nom: Asian Bar & Eatery,2025-08-11,21,28,14790.0,528.2142857142857,4.378571428571429,1,1,3,5,113,Hibernating
Kamats Legacy,2025-08-20,12,61,13100.0,214.75409836065575,4.3,1,2,2,5,122,Hibernating
Quick Crave,2025-08-19,13,53,12277.0,231.64150943396226,4.264150943396227,1,2,2,5,122,Hibernating
Anjappar,2025-08-16,16,36,12245.0,340.1388888888889,4.166666666666667,1,2,2,5,122,Hibernating
The Yellow Straw,2025-08-28,4,29,12024.0,414.62068965517244,4.613793103448276,2,1,2,5,212,Hibernating
The Temptations - 24/7,2025-08-22,10,50,11760.0,235.2,4.32,1,2,2,5,122,Hibernating
Bheemeshwara - A South Indian Delicacy,2025-08-21,11,40,11680.0,292.0,4.220000000000001,1,2,2,5,122,Hibernating
Vanakkam Rajnikantham,2025-08-18,14,51,11489.0,225.27450980392157,4.458823529411765,1,2,2,5,122,Hibernating
Bambusa Express,2025-08-22,10,48,10850.0,226.04166666666666,4.479166666666667,1,2,2,5,122,Hibernating
RB Rolls And Fast Food,2025-08-17,15,63,10830.0,171.9047619047619,4.4,1,2,2,5,122,Hibernating
Barista Coffee,2025-08-25,7,24,10577.0,440.7083333333333,4.358333333333333,2,1,2,5,212,Hibernating
Grill's,2025-08-26,6,27,10125.0,375.0,4.425925925925926,2,1,2,5,212,Hibernating
Pizza Wings,2025-08-24,8,38,10089.0,265.5,4.2552631578947375,1,2,2,5,122,Hibernating
Club Shawaya,2025-08-25,7,31,8860.0,285.80645161290323,4.448387096774193,2,1,2,5,212,Hibernating
The Chicken Wagon,2025-08-23,9,35,8860.0,253.14285714285714,4.548571428571428,1,2,2,5,122,Hibernating
Logo Cafe,2025-08-15,17,62,8819.0,142.24193548387098,4.214516129032258,1,2,2,5,122,Hibernating
Paris Panini - Gourmet Sandwiches & Wraps,2025-08-17,15,34,8760.0,257.6470588235294,4.635294117647058,1,2,2,5,122,Hibernating
Punjab Sind,2025-08-21,11,36,8727.5,242.43055555555554,4.6194444444444445,1,2,2,5,122,Hibernating
Chai Kings,2025-08-18,14,52,8090.0,155.57692307692307,4.446153846153846,1,2,2,5,122,Hibernating
Hungry Panda,2025-08-11,21,35,8069.0,230.54285714285714,4.097142857142857,1,2,2,5,122,Hibernating
FOOD EXPRESS,2025-08-20,12,35,7800.0,222.85714285714286,4.4,1,2,2,5,122,Hibernating
The Hayat,2025-08-20,12,42,7793.0,185.54761904761904,4.4,1,2,2,5,122,Hibernating
Go Zero Ice Creams & Desserts,2025-08-07,25,42,7678.0,182.8095238095238,4.233333333333333,1,2,2,5,122,Hibernating
Frys,2025-08-03,29,33,7676.0,232.6060606060606,4.387878787878789,1,2,2,5,122,Hibernating
Perambur Sri Annapoorani,2025-08-19,13,66,7608.0,115.27272727272727,4.275757575757575,1,2,2,5,122,Hibernating
Shree Shyam Bakery,2025-08-09,23,34,7560.0,222.35294117647058,4.4,1,2,2,5,122,Hibernating
Walk In Woods,2025-08-27,5,29,7293.0,251.48275862068965,4.224137931034483,2,1,2,5,212,Hibernating
Ihm Wala,2025-08-20,12,40,7036.0,175.9,4.390000000000001,1,2,2,5,122,Hibernating
Purple Restaurant & lounge bar,2025-08-28,4,31,6578.0,212.19354838709677,4.4,2,1,2,5,212,Hibernating
Gulab Sweets And Restaurant,2025-08-26,6,28,6425.0,229.46428571428572,4.314285714285715,2,1,2,5,212,Hibernating
Royal Indraprastha,2025-08-23,9,50,6410.0,128.2,4.312,1,2,2,5,122,Hibernating
Lalaji Dilli Wale,2025-08-14,18,61,6380.0,104.59016393442623,4.227868852459016,1,2,2,5,122,Hibernating
Biryani Paradise,2025-08-28,4,37,6249.0,168.8918918918919,4.421621621621623,2,2,1,5,221,Hibernating
French Loaf Bakery & Cafe,2025-08-28,4,57,6247.37,109.60298245614035,4.517543859649122,2,2,1,5,221,Hibernating
Majaa Thindi,2025-08-28,4,48,6090.0,126.875,4.325,2,2,1,5,221,Hibernating
Little Chef,2025-08-27,5,36,5715.0,158.75,4.3916666666666675,2,2,1,5,221,Hibernating
Sree Krishna Hotel,2025-08-27,5,47,5308.0,112.93617021276596,4.3382978723404255,2,2,1,5,221,Hibernating
Home Kitchen,2025-08-29,3,22,5196.0,236.1818181818182,4.4,3,1,1,5,311,Emerging
Cake Town,2025-08-29,3,18,5111.0,283.94444444444446,4.4,3,1,1,5,311,Emerging
Satnam Punjabi Vaishno Dhaba,2025-08-28,4,53,5084.0,95.9245283018868,4.4,2,2,1,5,221,Hibernating
Rokali,2025-08-25,7,37,4923.0,133.05405405405406,4.283783783783784,2,2,1,5,221,Hibernating
Mahalaxmi Sweets,2025-08-27,5,59,4826.0,81.79661016949153,4.589830508474576,2,2,1,5,221,Hibernating
Mummy's kitchen,2025-08-29,3,30,4580.0,152.66666666666666,4.420000000000001,3,1,1,5,311,Emerging
Mr. Bakers,2025-08-29,3,31,4528.0,146.06451612903226,4.4,3,1,1,5,311,Emerging
Kudil Restaurant,2025-08-29,3,20,4494.0,224.7,4.529999999999999,3,1,1,5,311,Emerging
Sri Tiffins,2025-08-26,6,66,3985.0,60.378787878787875,4.296969696969697,2,2,1,5,221,Hibernating
Churuwala,2025-08-28,4,65,3696.5,56.86923076923077,4.464615384615384,2,2,1,5,221,Hibernating
Snack-A-Boo,2025-08-29,3,17,2945.0,173.23529411764707,3.8470588235294123,3,1,1,5,311,Emerging
Monginis Cake Shop,2025-08-25,7,38,1867.0,49.13157894736842,4.1763157894736835,2,2,1,5,221,Hibernating
Why Not Momos,2025-08-29,3,18,1330.0,73.88888888888889,4.300000000000001,3,1,1,5,311,Emerging
Short Crust: Cakes & More,2025-08-18,14,20,13073.0,653.65,4.595000000000001,1,1,2,4,112,Hibernating
Anardana,2025-08-19,13,20,12540.0,627.0,4.44,1,1,2,4,112,Hibernating
Cochin Rahumania,2025-08-10,22,14,10990.0,785.0,4.492857142857143,1,1,2,4,112,Hibernating
Punjab Grill,2025-08-24,8,20,9905.0,495.25,4.415000000000001,1,1,2,4,112,Hibernating
New Delhi Sweets,2025-08-02,30,24,8400.0,350.0,4.233333333333333,1,1,2,4,112,Hibernating
Bombay Sweet Shop,2025-08-12,20,18,8349.0,463.8333333333333,4.683333333333334,1,1,2,4,112,Hibernating
Rollarappaa,2025-08-22,10,28,8342.0,297.92857142857144,4.339285714285714,1,1,2,4,112,Hibernating
Big Fat Sandwich & Pizza,2025-08-17,15,22,8035.0,365.22727272727275,4.2681818181818185,1,1,2,4,112,Hibernating
Good Flippin' Burgers,2025-07-19,44,20,7860.0,393.0,4.5600000000000005,1,1,2,4,112,Hibernating
Mad Over Shawarma,2025-08-20,12,29,7191.0,247.9655172413793,4.4,1,1,2,4,112,Hibernating
Shanghai Flavours of China Town,2025-07-28,35,30,6991.0,233.03333333333333,4.223333333333334,1,1,2,4,112,Hibernating
Confucius (Christan Basti),2025-08-05,27,20,6705.0,335.25,4.285,1,1,2,4,112,Hibernating
Sanjha Chulha,2025-08-20,12,20,6664.0,333.2,4.15,1,1,2,4,112,Hibernating
Chiyang,2025-08-17,15,20,6480.0,324.0,4.5,1,1,2,4,112,Hibernating
The Food Villa,2025-08-19,13,37,6299.0,170.24324324324326,4.4,1,2,1,4,121,Hibernating
House of parathas,2025-08-22,10,37,6154.0,166.32432432432432,3.827027027027027,1,2,1,4,121,Hibernating
chickpet Donne Biryani House,2025-08-27,5,27,5909.0,218.85185185185185,4.044444444444444,2,1,1,4,211,Hibernating
Kc Soup Bar,2025-08-28,4,30,5723.0,190.76666666666668,3.9833333333333334,2,1,1,4,211,Hibernating
Adda,2025-08-17,15,43,5717.0,132.95348837209303,4.4,1,2,1,4,121,Hibernating
Kashyap chole kulche,2025-08-20,12,50,5580.0,111.6,4.303999999999999,1,2,1,4,121,Hibernating
Brothers Bakery,2025-08-25,7,19,5355.0,281.8421052631579,4.4,2,1,1,4,211,Hibernating
Street Foods by Punjab Grill,2025-08-27,5,20,5320.0,266.0,4.3,2,1,1,4,211,Hibernating
Desi Choka,2025-08-26,6,24,5282.0,220.08333333333334,4.5,2,1,1,4,211,Hibernating
PVR Cafe,2025-08-25,7,19,5271.0,277.42105263157896,4.247368421052632,2,1,1,4,211,Hibernating
Sherowali Bhoj- Non Veg Hotel & Restaurant,2025-08-26,6,28,5250.0,187.5,4.439285714285714,2,1,1,4,211,Hibernating
Bikaner Elite,2025-08-26,6,22,5231.0,237.77272727272728,4.568181818181818,2,1,1,4,211,Hibernating
Fat Belly,2025-08-18,14,32,5000.0,156.25,4.440625,1,2,1,4,121,Hibernating
Pizza King,2025-08-25,7,24,4976.0,207.33333333333334,4.391666666666667,2,1,1,4,211,Hibernating
Nirmala Hotel & Restaurant,2025-08-25,7,18,4800.0,266.6666666666667,4.177777777777778,2,1,1,4,211,Hibernating
Mom's Kitchen,2025-08-23,9,64,4720.0,73.75,3.9453125,1,2,1,4,121,Hibernating
Patna Biryani Club,2025-08-25,7,17,4630.0,272.3529411764706,4.135294117647058,2,1,1,4,211,Hibernating
Taaza - All Day Breakfast,2025-08-22,10,44,4623.0,105.06818181818181,4.363636363636363,1,2,1,4,121,Hibernating
Vaango,2025-08-28,4,31,4438.82,143.18774193548387,4.464516129032258,2,1,1,4,211,Hibernating
Bikaner Sweets And Namkeen,2025-08-28,4,31,4387.0,141.51612903225808,4.206451612903226,2,1,1,4,211,Hibernating
Chindam Cafe,2025-08-27,5,31,4380.0,141.29032258064515,4.4,2,1,1,4,211,Hibernating
Cake Bake,2025-08-26,6,18,4334.0,240.77777777777777,4.4,2,1,1,4,211,Hibernating
IFC Pizza and Burger,2025-08-28,4,21,4213.0,200.61904761904762,4.395238095238095,2,1,1,4,211,Hibernating
The Cake Shop,2025-08-28,4,17,4094.0,240.8235294117647,4.4,2,1,1,4,211,Hibernating
Swadh Restaurant,2025-08-26,6,27,3945.0,146.11111111111111,3.974074074074074,2,1,1,4,211,Hibernating
Oye Hoye Paratha,2025-08-27,5,31,3932.0,126.83870967741936,4.406451612903226,2,1,1,4,211,Hibernating
Snacks Point,2025-08-26,6,19,3754.0,197.57894736842104,4.405263157894737,2,1,1,4,211,Hibernating
Momo Junction,2025-08-26,6,29,3753.0,129.41379310344828,4.4,2,1,1,4,211,Hibernating
Like Momo,2025-08-28,4,26,3638.0,139.92307692307693,4.234615384615385,2,1,1,4,211,Hibernating
Tunday Kababi,2025-08-28,4,19,3380.0,177.89473684210526,4.447368421052632,2,1,1,4,211,Hibernating
Thali House,2025-08-26,6,26,3374.0,129.76923076923077,4.388461538461539,2,1,1,4,211,Hibernating
Mr. Cake Wala,2025-08-25,7,12,3204.0,267.0,4.4,2,1,1,4,211,Hibernating
Burgerama,2025-08-27,5,14,2791.0,199.35714285714286,4.4071428571428575,2,1,1,4,211,Hibernating
NDS Cafe,2025-08-26,6,23,2757.0,119.8695652173913,4.369565217391305,2,1,1,4,211,Hibernating
Pizza town,2025-08-27,5,26,2690.0,103.46153846153847,4.4,2,1,1,4,211,Hibernating
Brew Cafe,2025-08-28,4,25,2630.0,105.2,4.392,2,1,1,4,211,Hibernating
Perambur Sri Srinivasa Sweets & Snacks,2025-08-28,4,20,2182.94,109.147,4.705,2,1,1,4,211,Hibernating
Swasti Niramish Hotel,2025-08-23,9,37,2054.0,55.513513513513516,4.14054054054054,1,2,1,4,121,Hibernating
Dweller Teas & Snacks,2025-08-25,7,14,1750.0,125.0,4.435714285714286,2,1,1,4,211,Hibernating
Tea Time,2025-08-23,9,43,1660.0,38.604651162790695,4.2953488372093025,1,2,1,4,121,Hibernating
Sprouts Wale,2025-08-26,6,16,1173.0,73.3125,4.4,2,1,1,4,211,Hibernating
Taste Buds,2025-08-28,4,9,1060.0,117.77777777777777,4.411111111111111,2,1,1,4,211,Hibernating
Uncle Momos & Kitchen,2025-08-25,7,7,900.0,128.57142857142858,4.4,2,1,1,4,211,Hibernating
Biryani Hub,2025-08-25,7,3,333.0,111.0,4.4,2,1,1,4,211,Hibernating
Eikhoi Chakshang,2025-08-18,14,23,6080.0,264.3478260869565,4.343478260869565,1,1,1,3,111,Hibernating
Ovenfresh Cakes and Desserts,2025-08-24,8,29,5861.0,202.10344827586206,4.403448275862069,1,1,1,3,111,Hibernating
One Bite,2025-08-22,10,23,5659.0,246.04347826086956,4.365217391304348,1,1,1,3,111,Hibernating
Le Zara,2025-08-08,24,24,5560.0,231.66666666666666,4.2875000000000005,1,1,1,3,111,Hibernating
Otssi ohan,2025-08-23,9,22,5253.0,238.77272727272728,4.386363636363637,1,1,1,3,111,Hibernating
Wrap the cravings,2025-08-24,8,21,5110.0,243.33333333333334,4.328571428571429,1,1,1,3,111,Hibernating
Sagar Ratna,2025-08-23,9,16,5075.0,317.1875,4.2625,1,1,1,3,111,Hibernating
Asia Seven - Sizzling Chinese,2025-08-14,18,20,4978.0,248.9,4.445,1,1,1,3,111,Hibernating
175 C,2025-08-24,8,26,4930.0,189.6153846153846,4.426923076923077,1,1,1,3,111,Hibernating
Street Za,2025-08-22,10,20,4913.0,245.65,4.245,1,1,1,3,111,Hibernating
Ao Rice Hotel,2025-07-17,46,20,4890.0,244.5,4.25,1,1,1,3,111,Hibernating
Boketto Cafe And Restaurant,2025-08-07,25,21,4878.0,232.28571428571428,4.361904761904762,1,1,1,3,111,Hibernating
Jumboking Burgers,2025-08-17,15,21,4802.0,228.66666666666666,4.438095238095238,1,1,1,3,111,Hibernating
Saladspoint,2025-08-21,11,22,4798.0,218.0909090909091,4.254545454545455,1,1,1,3,111,Hibernating
The Boston Cafe & Patisserie,2025-08-09,23,29,4750.0,163.79310344827587,4.151724137931034,1,1,1,3,111,Hibernating
Pizza Italia,2025-08-15,17,17,4745.0,279.11764705882354,4.2176470588235295,1,1,1,3,111,Hibernating
The Hungry Beings,2025-08-21,11,28,4729.0,168.89285714285714,4.332142857142857,1,1,1,3,111,Hibernating
Daawat-E   Biryani,2025-08-22,10,31,4570.0,147.41935483870967,4.448387096774193,1,1,1,3,111,Hibernating
Hong's Kitchen - Hearty! Tasty! Chinese!,2025-08-19,13,30,4570.0,152.33333333333334,4.1033333333333335,1,1,1,3,111,Hibernating
Cafe Delight,2025-08-22,10,24,4458.0,185.75,4.4,1,1,1,3,111,Hibernating
Tiffin aaw,2025-07-24,39,17,4450.0,261.7647058823529,4.31764705882353,1,1,1,3,111,Hibernating
Euphoria,2025-08-23,9,11,4439.1,403.55454545454546,4.681818181818182,1,1,1,3,111,Hibernating
Yumburgs,2025-08-13,19,25,4252.0,170.08,4.52,1,1,1,3,111,Hibernating
Sanjauli Cafe,2025-08-21,11,28,4218.0,150.64285714285714,4.328571428571428,1,1,1,3,111,Hibernating
Appetite Classic,2025-08-20,12,18,4090.0,227.22222222222223,4.277777777777778,1,1,1,3,111,Hibernating
Maa Saradar Ranna Ghor,2025-08-10,22,31,4069.0,131.25806451612902,4.212903225806452,1,1,1,3,111,Hibernating
The Spicy Treat,2025-08-21,11,24,3930.0,163.75,4.3500000000000005,1,1,1,3,111,Hibernating
KASTURI DHABA AND RESTAURANT,2025-08-18,14,18,3803.0,211.27777777777777,4.4,1,1,1,3,111,Hibernating
Punjabi Foods (Jakhan),2025-08-14,18,19,3798.0,199.89473684210526,4.1421052631578945,1,1,1,3,111,Hibernating
Hungerz,2025-08-02,30,28,3765.0,134.46428571428572,4.317857142857143,1,1,1,3,111,Hibernating
Buhari Hotel,2025-08-08,24,20,3670.0,183.5,4.525,1,1,1,3,111,Hibernating
Swu'S Kitchen,2025-07-04,59,15,3560.0,237.33333333333334,4.293333333333334,1,1,1,3,111,Hibernating
Momo Cafe,2025-08-23,9,14,3520.0,251.42857142857142,3.885714285714286,1,1,1,3,111,Hibernating
Alpha Pizza House,2025-08-18,14,9,3470.0,385.55555555555554,4.366666666666667,1,1,1,3,111,Hibernating
NBC - Nothing Before Coffee,2025-08-22,10,11,3470.0,315.45454545454544,4.2,1,1,1,3,111,Hibernating
The Paul Bakery,2025-08-22,10,13,3232.0,248.6153846153846,4.438461538461539,1,1,1,3,111,Hibernating
Samoxa,2025-08-14,18,22,3220.0,146.36363636363637,4.440909090909091,1,1,1,3,111,Hibernating
Ghee and Turmeric,2025-08-17,15,9,3157.0,350.77777777777777,4.411111111111111,1,1,1,3,111,Hibernating
Thalassery Restaurant,2025-08-22,10,14,3095.0,221.07142857142858,4.292857142857143,1,1,1,3,111,Hibernating
Golden Dragon,2025-08-13,19,15,3020.0,201.33333333333334,4.593333333333334,1,1,1,3,111,Hibernating
Cafe La,2025-08-24,8,23,2877.0,125.08695652173913,4.4,1,1,1,3,111,Hibernating
Rolls Nation,2025-08-10,22,9,2824.0,313.77777777777777,4.4,1,1,1,3,111,Hibernating
SKI Heaven Food,2025-08-19,13,20,2803.0,140.15,4.265000000000001,1,1,1,3,111,Hibernating
Hotel Al Reem,2025-08-07,25,8,2799.0,349.875,4.6375,1,1,1,3,111,Hibernating
Krishnashree,2025-08-14,18,4,2760.0,690.0,4.4,1,1,1,3,111,Hibernating
PS4 Veg Restaurant (Perambur Sri Srinivasa),2025-08-21,11,23,2513.75,109.29347826086956,4.647826086956522,1,1,1,3,111,Hibernating
Ujjwala Restaurant,2025-08-01,31,11,2414.0,219.45454545454547,4.4818181818181815,1,1,1,3,111,Hibernating
Slurppy Yummy,2025-08-12,20,12,2370.0,197.5,4.441666666666667,1,1,1,3,111,Hibernating
Nanta Bakers,2025-08-09,23,17,2340.0,137.64705882352942,4.1000000000000005,1,1,1,3,111,Hibernating
The Ghee Khichdi Project,2025-08-14,18,18,2209.0,122.72222222222223,4.377777777777777,1,1,1,3,111,Hibernating
Health Mantra,2025-08-11,21,14,2176.0,155.42857142857142,4.292857142857143,1,1,1,3,111,Hibernating
Spicy Affair,2025-08-17,15,18,2170.0,120.55555555555556,4.272222222222222,1,1,1,3,111,Hibernating
Aahar Kolkatta Biryani,2025-07-19,44,7,2130.0,304.2857142857143,4.171428571428572,1,1,1,3,111,Hibernating
SK Bakers,2025-04-20,134,5,1950.0,390.0,4.4,1,1,1,3,111,Hibernating
Aryaas,2025-08-20,12,15,1919.0,127.93333333333334,4.486666666666666,1,1,1,3,111,Hibernating
RAM KRISHNA BHOJNALAY,2025-08-21,11,24,1810.0,75.41666666666667,4.4,1,1,1,3,111,Hibernating
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",2025-08-22,10,10,1791.0,179.1,4.24,1,1,1,3,111,Hibernating
Caffe In,2025-08-02,30,12,1750.0,145.83333333333334,4.4,1,1,1,3,111,Hibernating
Navtara Veg Restaurant,2025-08-20,12,20,1720.0,86.0,4.42,1,1,1,3,111,Hibernating
Myfroyoland - Premium Frozen Yogurt,2025-08-16,16,8,1691.0,211.375,4.6125,1,1,1,3,111,Hibernating
Vrindavan ki rasoi,2025-08-17,15,12,1638.0,136.5,4.4750000000000005,1,1,1,3,111,Hibernating
Rahmaniya Kethel's Chicken,2025-08-15,17,11,1452.0,132.0,4.445454545454545,1,1,1,3,111,Hibernating
Thali Junction,2025-08-03,29,8,1440.0,180.0,4.4,1,1,1,3,111,Hibernating
Kathi Junction,2025-07-24,39,7,1427.0,203.85714285714286,4.328571428571429,1,1,1,3,111,Hibernating
Mantu Biryani,2025-08-03,29,10,1424.0,142.4,4.08,1,1,1,3,111,Hibernating
Pizza Jalapenia (Downtown),2025-07-22,41,3,1416.0,472.0,4.533333333333333,1,1,1,3,111,Hibernating
Pizza Jalapenia (Uptown),2025-05-02,122,3,1397.0,465.6666666666667,4.6000000000000005,1,1,1,3,111,Hibernating
Gayatri Ganthiya,2025-08-15,17,15,1264.0,84.26666666666667,4.24,1,1,1,3,111,Hibernating
The Biryani moradabadi,2025-08-23,9,8,1245.0,155.625,4.1625000000000005,1,1,1,3,111,Hibernating
Royal Kitchen,2025-05-04,120,1,1200.0,1200.0,4.4,1,1,1,3,111,Hibernating
Singju Imphal,2025-08-09,23,15,1180.0,78.66666666666667,4.293333333333334,1,1,1,3,111,Hibernating
Country Kitchen,2025-07-16,47,15,1066.0,71.06666666666666,4.473333333333333,1,1,1,3,111,Hibernating
