Restaurant Name,Revenue,Orders,Weighted_Rating,Last_Order,City,State,Revenue_Share,Recency_Days,Rev_N,Rating_N,Orders_N,Recency_N,Health_Score,Health_Tier
Rollarappaa,8342.0,28,4.253553299492387,2025-08-22,Dehradun,Uttarakhand,0.01573590962893283,10,0.0019360315126215153,0.6316967606192998,0.0019957129130017,0.9526315789473684,28.594574126817573,At Risk
Kaveri - Lalpur,83321.0,337,4.162431829449678,2025-08-31,Ranchi,Jharkhand,0.15717234790126014,1,0.019591310858869213,0.5765010413123566,0.024835538472910042,1.0,28.575394443183665,At Risk
FreshMenu,193490.0,722,4.07189709064679,2025-08-31,Bengaluru,Karnataka,0.36498934956871404,1,0.045532767403992015,0.5216607272991016,0.053292926306452805,1.0,28.536991041261782,At Risk
Shivansh fast food and restaurant,39506.0,196,4.1965883668903805,2025-08-30,Agartala,Tripura,0.07452203857595543,2,0.009274207875956092,0.5971909473486674,0.014413482149456721,0.9947368421052631,28.522334799540033,At Risk
The Story House,66542.0,232,4.17632241813602,2025-08-31,Shimla,Himachal Pradesh,0.12552132564474325,1,0.015640365498825866,0.5849150960217484,0.017074432700125652,1.0,28.514556154608,At Risk
Wendy's Burgers,115426.0,554,4.124644907827138,2025-08-31,Bengaluru,Karnataka,0.21773352970860713,1,0.027151064168613043,0.5536120743282464,0.04087515706999778,1.0,28.51190793799187,At Risk
New Chanakya,57717.0,232,4.179704962002682,2025-08-31,Shimla,Himachal Pradesh,0.10887431024372045,1,0.01356234578356378,0.5869640307208943,0.017074432700125652,1.0,28.49290340697189,At Risk
Dilli Dhaba And Restaurant,20395.0,130,4.209811320754716,2025-08-30,Patna,Bihar,0.03847205428938923,2,0.004774147277840089,0.6052005904060329,0.009535072806563677,0.9947368421052631,28.485053480478495,At Risk
Bawarchi Ac Family Restaurant,16193.0,78,4.216508639787328,2025-08-29,Bhubaneswar,Odisha,0.030545622706941895,3,0.003784703782822381,0.609257409740267,0.005691477566708552,0.9894736842105263,28.43767683696034,At Risk
Vrindavan Restaurant,9104.0,46,4.21599841206828,2025-08-31,Indore,Madhya Pradesh,0.01717330631285117,1,0.002115459390585222,0.6089483455213731,0.003326188188336167,1.0,28.41959250503132,At Risk
Talk Of The Town (Bt Road),390.0,1,4.4,2025-07-01,Imphal,Manipur,0.0007356754681471833,62,6.357680715249442e-05,0.7204050636225063,0.0,0.6789473684210526,28.404168665171813,At Risk
Hotel Sitara Grand - Dhanturi Group of hotels,14250.0,61,4.222094463116929,2025-08-27,Hyderabad,Telangana,0.026880449797685543,5,0.0033271862409805413,0.6126409541064226,0.0044349175844482225,0.9789473684210527,28.390488108731393,At Risk
Swasti Niramish Hotel,2054.0,37,4.241770557864249,2025-08-23,Agartala,Tripura,0.003874557465575165,9,0.0004553983149367563,0.6245595085614908,0.0026609505506689332,0.9578947368421052,28.387167568876627,At Risk
Maa Saradar Ranna Ghor,4069.0,31,4.277892695539755,2025-08-10,Agartala,Tripura,0.0076755473843356115,22,0.0009298696720192609,0.6464400529707226,0.0022174587922241112,0.8894736842105263,28.369482393952193,At Risk
Radhe Bol,10720.0,84,4.212037519541427,2025-08-30,Agartala,Tripura,0.020221643637276424,2,0.002495978354875707,0.6065490831739302,0.0061349693251533735,0.9947368421052631,28.366379436968636,At Risk
Shanghai Flavours of China Town,6991.0,30,4.313773584905661,2025-07-28,Kolkata,West Bengal,0.013187454353376815,35,0.0016179120072029225,0.6681744641582923,0.0021435434991499743,0.8210526315789474,28.363347590809358,At Risk
Pizza Jalapenia (Uptown),1397.0,3,4.570476190476191,2025-05-02,Srinagar,Jammu and Kashmir,0.002635227253850295,122,0.0003006947508656866,0.8236689371490251,0.00014783058614827407,0.3631578947368421,28.356631463596766,At Risk
Anna Punjabi,31957.0,164,4.1983532450758805,2025-08-28,Raipur,Chhattisgarh,0.06028200239892188,4,0.007496647441903572,0.5982600007879078,0.012048192771084336,0.9842105263157894,28.330735039892957,At Risk
The Meating Point,14073.0,47,4.219928825622775,2025-08-27,Srinagar,Jammu and Kashmir,0.026546566315987976,5,0.0032855081118472397,0.611329145602983,0.003400103481410304,0.9789473684210527,28.328770446402114,At Risk
Like Momo,3638.0,26,4.223478260869566,2025-08-28,Imphal,Manipur,0.006862531674665263,4,0.0008283822502313902,0.6134791727205027,0.0018478823268534257,0.9842105263157894,28.316573381319298,At Risk
Amritsari Food Platter,21952.0,127,4.210188333769291,2025-08-25,Chandigarh,Punjab,0.0414090971199153,7,0.005140773532419474,0.6054289614421648,0.009313326927341267,0.968421052631579,28.238976849424336,At Risk
Y Not Food Express,23177.0,146,4.215313544328681,2025-08-22,Guwahati,Assam,0.04371987262883914,10,0.005429223861166902,0.6085334952396604,0.01071771749574987,0.9526315789473684,28.21384395102517,At Risk
New Blue Moon,43435.0,184,4.17560975609756,2025-08-31,Imphal,Manipur,0.08193349733069975,1,0.010199368154852947,0.5844834096824356,0.013526498632567078,1.0,28.21300698931853,At Risk
Wow! China,212367.0,729,4.0431073446327686,2025-08-31,Chennai,Tamil Nadu,0.40059792857439197,1,0.049977728102575864,0.5042216897247149,0.053810333357971765,1.0,28.201966483003915,At Risk
Fast Pizza,32959.5,105,4.1860749348827895,2025-08-31,Jaipur,Rajasthan,0.062173065621530986,1,0.007732705772164223,0.590822564115038,0.0076871904797102516,1.0,28.187728963931914,At Risk
Hotspot Grill,27099.0,104,4.189830755763058,2025-08-30,Srinagar,Jammu and Kashmir,0.051118126952103896,2,0.006352735852470914,0.5930976068132878,0.007613275186636115,0.9947368421052631,28.146671563282826,At Risk
The Master Chef,17925.0,76,4.201424501424501,2025-08-28,Srinagar,Jammu and Kashmir,0.033812776324457075,4,0.004192537227222825,0.600120376868964,0.005543646980560278,0.9842105263157894,28.12429099792693,At Risk
Appu Donne Biriyani Palace,7488.0,41,4.204470938897168,2025-08-29,Bengaluru,Karnataka,0.014124968988425917,3,0.0017349404262947362,0.6019657192185619,0.0029566117229654814,0.9894736842105263,28.08223827017322,At Risk
Mikado Restaurant,32125.0,107,4.179783804285985,2025-08-31,Shillong,Meghalaya,0.06059890875443144,1,0.007536206344131792,0.5870117884725712,0.007835021065858526,1.0,28.06850232925958,At Risk
Rominus Pizza and Burger,38312.05,181,4.172800361790864,2025-08-30,Jaipur,Rajasthan,0.07226983415238024,2,0.0089930688800312,0.5827816533400254,0.013304752753344666,0.9947368421052631,28.056635831521536,At Risk
Cafe Ertugrul,19672.0,82,4.230673427630994,2025-08-16,Srinagar,Jammu and Kashmir,0.03710822515228561,16,0.0046039027164650765,0.6178375572455139,0.0059871387390051,0.9210526315789473,28.049551916593597,At Risk
Perambur Sri Annapoorani,7608.0,66,4.227096241222636,2025-08-19,Chennai,Tamil Nadu,0.014351330670932742,13,0.0017631967850291782,0.615670720200284,0.004804494049818907,0.9368421052631579,28.005160411037643,At Risk
The biryani story (HALAL),14820.0,67,4.191130268199235,2025-08-30,Shillong,Meghalaya,0.027955667789592964,2,0.0034614039449691407,0.5938847706247308,0.004878409342893044,0.9947368421052631,27.999935884451183,At Risk
Infusion,10217.0,47,4.20310734463277,2025-08-27,Imphal,Manipur,0.019272810918101978,5,0.0023775371178471707,0.6011397386211135,0.003400103481410304,0.9789473684210527,27.986769397186023,At Risk
Dosa Hub,14219.0,92,4.1886363636363635,2025-08-30,Panaji,Goa,0.026821973029704613,2,0.0033198866816408104,0.5923741183474349,0.006726291669746471,0.9947368421052631,27.985913272136244,At Risk
Monginis Cake Shop,1867.0,38,4.213636363636364,2025-08-25,Bhubaneswar,Odisha,0.003521810510335362,7,0.0004113654892422509,0.6075175634874976,0.0027348658437430706,0.968421052631579,27.980889367385263,At Risk
Goila Butter Chicken,113440.0,347,4.11396245821548,2025-08-30,Bengaluru,Karnataka,0.21398724386311913,2,0.026683421431558024,0.5471413107420213,0.02557469140365141,0.9947368421052631,27.940438428648623,At Risk
Dhaba 14,21780.0,153,4.173787359137678,2025-08-31,Jaipur,Rajasthan,0.04108464537498885,1,0.0051002727515667735,0.5833795149470196,0.01123512454726883,1.0,27.930098849418638,At Risk
Smoke House - Sangaiprou,20020.0,70,4.187145557655955,2025-08-29,Imphal,Manipur,0.03776467403155541,3,0.0046858461567949585,0.5914710808042836,0.005100155222115456,0.9894736842105263,27.928306216947874,At Risk
Bikaner Sweets And Namkeen,4387.0,31,4.200281690140845,2025-08-28,Mumbai,Maharashtra,0.0082754058429787,4,0.001004749022665532,0.5994281328697846,0.0022174587922241112,0.9842105263157894,27.909488386002536,At Risk
Udupi Cafe North India,13159.0,71,4.186154553817846,2025-08-30,Dehradun,Uttarakhand,0.02482244483422765,2,0.0030702888461532395,0.5908707923140435,0.005174070515189593,0.9947368421052631,27.899785154623856,At Risk
Barq Foods,120.0,1,4.4,2025-06-21,Srinagar,Jammu and Kashmir,0.00022636168250682562,72,0.0,0.7204050636225063,0.0,0.6263157894736842,27.87530980341203,At Risk
Pablo's Kitchen,24487.0,90,4.184070796460175,2025-08-27,Lucknow,Uttar Pradesh,0.04619098766287199,5,0.00573768911068456,0.5896085817048,0.006578461083598196,0.9789473684210527,27.838807921453874,At Risk
China Belly By Wow! Momo,86119.59,338,4.117991892734643,2025-08-31,Kolkata,West Bengal,0.16245146074331662,1,0.020250293883791064,0.5495820915654779,0.02490945376598418,1.0,27.79566357763566,At Risk
Street Foods by Punjab Grill,5320.0,20,4.1966244725738395,2025-08-27,Lucknow,Uttar Pradesh,0.010035367924469268,5,0.0012244422118258182,0.5972128179261356,0.0014043905684086038,0.9789473684210527,27.782923721835793,At Risk
Bawarchi Fast Food,41173.0,180,4.152108971814212,2025-08-31,Bhubaneswar,Odisha,0.07766657961544608,1,0.009666735792708714,0.5702480961807033,0.013230837460270529,1.0,27.75872906633485,At Risk
Mughlai Restaurant,52007.0,206,4.14995912110373,2025-08-29,Bhubaneswar,Odisha,0.09810326685110399,3,0.012217814047116582,0.5689458503289622,0.015152635080198092,0.9894736842105263,27.754877615462753,At Risk
Brijwasi Pure Veg,12455.0,113,4.174641148325359,2025-08-30,Ranchi,Jharkhand,0.023494456296854274,2,0.0029045182082445132,0.5838966873360132,0.008278512824303348,0.9947368421052631,27.746020025948877,At Risk
Go Zero Ice Creams & Desserts,7678.0,42,4.249372384937239,2025-08-07,Hyderabad,Telangana,0.014483374985728393,25,0.001779679660957603,0.6291642226112533,0.0030305270160396183,0.8736842105263158,27.74356651035985,At Risk
Matkawala,57005.0,229,4.141307832033337,2025-08-30,Patna,Bihar,0.10753123092751328,2,0.01339469138840609,0.56370543747183,0.016852686820903243,0.9947368421052631,27.731372937161836,At Risk
Frespresso,37994.0,123,4.165375586854459,2025-08-28,Agartala,Tripura,0.07166988137636943,4,0.008918177755902122,0.5782841864629553,0.009017665755044719,0.9842105263157894,27.72771128238353,At Risk
SHARMA DHABA,8548.0,80,4.179166666666667,2025-08-29,Jaipur,Rajasthan,0.016124497183902877,3,0.0019845382617823073,0.5866379648852909,0.005839308152856826,0.9894736842105263,27.690043482192415,At Risk
Sanjauli Cafe,4218.0,28,4.207692307692308,2025-08-21,Shimla,Himachal Pradesh,0.007956613140114921,11,0.000964954650781193,0.6039170240835667,0.0019957129130017,0.9473684210526316,27.669707377324603,At Risk
Downtown Multicuisine,21170.0,95,4.184300051029086,2025-08-24,Dehradun,Uttarakhand,0.039933973488912484,8,0.004956636261333361,0.5897474498642965,0.006948037548968881,0.9631578947368421,27.66122864473003,At Risk
Kuppuswami,18055.0,121,4.164416936056138,2025-08-30,Ranchi,Jharkhand,0.03405800148050614,2,0.004223148282518472,0.5777034954320408,0.008869835168896445,0.9947368421052631,27.624795918692524,At Risk
Shahi Dhaba,422.0,9,4.336585365853658,2025-07-07,Srinagar,Jammu and Kashmir,0.0007960385834823367,56,7.111183614834561e-05,0.6819924222916165,0.0005913223445930963,0.7105263157894737,27.579706746981024,At Risk
DQ Grill & Chill,22845.0,83,4.1585492227979275,2025-08-31,Srinagar,Jammu and Kashmir,0.04309360530723693,1,0.005351047935334947,0.5741491996791082,0.006061054032079237,1.0,27.55973898842823,At Risk
Nirmala Hotel & Restaurant,4800.0,18,4.189079229122055,2025-08-25,Agartala,Tripura,0.009054467300273025,7,0.0011019979906432365,0.5926423787149151,0.0012565599822603295,0.968421052631579,27.532693007034183,At Risk
Home Plate by EatFit,43012.0,179,4.144474393530997,2025-08-29,Bengaluru,Karnataka,0.08113557239986319,3,0.010099764490314038,0.5656235434847279,0.013156922167196392,0.9894736842105263,27.53057216960359,At Risk
Ram Krishna Dalbati,1015.0,14,4.213245033112582,2025-08-17,Ahmedabad,Gujarat,0.0019146425645369001,15,0.00021074534222771297,0.6072805197947564,0.0009608988099637814,0.9263157894736842,27.509221278467923,At Risk
Sherowali Restaurant and Fast Foods,512.0,5,4.239024390243903,2025-08-07,Agartala,Tripura,0.0009658098453624559,25,9.230410519917706e-05,0.6228960510133255,0.00029566117229654814,0.8736842105263158,27.433329023316823,At Risk
Punjabi Rasoi,19495.0,99,4.157677453722201,2025-08-29,Patna,Bihar,0.036774341670588045,3,0.004562224587331775,0.5736211361921852,0.007243698721265429,0.9894736842105263,27.430733885789397,At Risk
Sanjha Chulha,6664.0,20,4.195840386940749,2025-08-20,Indore,Madhya Pradesh,0.012570618768545715,12,0.001540913429651568,0.5967378676153428,0.0014043905684086038,0.9421052631578948,27.412913008593463,At Risk
Tree Cafe And Restaurants,36568.0,153,4.146143437077131,2025-08-28,Dehradun,Uttarakhand,0.06897995004924665,4,0.008582398026274503,0.5666345462598184,0.01123512454726883,0.9842105263157894,27.4091400629488,At Risk
Hotel Maharaja and Fast Food,23091.0,133,4.145264906774968,2025-08-31,Bhubaneswar,Odisha,0.04355764675637592,1,0.0054089734707405525,0.5661023872424304,0.009756818685786088,1.0,27.394566929818254,At Risk
Maa Ki Rasoi,102015.0,648,4.06206514324693,2025-08-31,Indore,Madhya Pradesh,0.19243572534111514,1,0.02399318061038303,0.5157051450563115,0.04782319461896666,1.0,27.387345468484003,At Risk
Shri Shyam Bhature Wala,538.0,6,4.444897959183674,2025-05-27,Jaipur,Rajasthan,0.001014854876572268,97,9.842631625830615e-05,0.7476014548944545,0.00036957646537068517,0.49473684210526314,27.38674064984401,At Risk
Miles - City Mall,12068.0,57,4.165047995482778,2025-08-28,Srinagar,Jammu and Kashmir,0.022764439870769763,4,0.002813391451325938,0.578085751984339,0.004139256412151674,0.9842105263157894,27.379998608984135,At Risk
Momo Nation Cafe,31926.0,171,4.139211391018621,2025-08-30,Patna,Bihar,0.06022352563094096,2,0.007489347882563843,0.5624355438920006,0.012565599822603296,0.9947368421052631,27.371320649567267,At Risk
Krishnaz,13445.0,81,4.155913978494624,2025-08-30,Chandigarh,Punjab,0.02536194017753559,2,0.00313763316780366,0.5725529325775986,0.005913223445930963,0.9947368421052631,27.367726194011354,At Risk
City Wok Restaurant,29853.0,134,4.145772594752185,2025-08-29,Srinagar,Jammu and Kashmir,0.05631312756563554,3,0.0070012192854263565,0.5664099130436808,0.009830733978860225,0.9894736842105263,27.363697684409942,At Risk
Udupi Grand,25390.0,179,4.137452572721827,2025-08-31,Bengaluru,Karnataka,0.047894359323735855,1,0.005950318210161236,0.5613701611564474,0.013156922167196392,1.0,27.342256006443797,At Risk
Habitat Restaurant,29090.0,124,4.138405797101449,2025-08-31,Srinagar,Jammu and Kashmir,0.05487384453436297,1,0.0068215559378065295,0.5619475652004065,0.009091581048118856,1.0,27.313120814486837,At Risk
Little Persia,28541.0,86,4.143113772455091,2025-08-30,Srinagar,Jammu and Kashmir,0.053838239836894244,2,0.006692283096596458,0.5647993638599518,0.006282799911301648,0.9947368421052631,27.284696658941076,At Risk
Hotel Niramish Bhojanalay,3205.0,55,4.1616116396194744,2025-08-29,Agartala,Tripura,0.006045743270286468,3,0.0007264238891312788,0.5760042213244319,0.0039914258260034,0.9894736842105263,27.283748953923535,At Risk
La Milano Pizzeria,9100.0,44,4.168067226890757,2025-08-26,Ahmedabad,Gujarat,0.017165760923434276,6,0.00211451751196074,0.5799146145920138,0.0031783576021878926,0.9736842105263158,27.28242839554576,At Risk
Tea Time,1660.0,43,4.180689655172413,2025-08-23,Lucknow,Uttar Pradesh,0.003131336608011088,9,0.00036262327042533855,0.5875604966007191,0.0031044423091137557,0.9578947368421052,27.282356043441915,At Risk
PVR Cafe,5271.0,19,4.171875,2025-08-25,Raipur,Chhattisgarh,0.009942936904112316,7,0.0012129041986759213,0.582221126719439,0.0013304752753344668,0.968421052631579,27.225970001352685,At Risk
Walk In Woods,7293.0,29,4.164086021505376,2025-08-27,Dehradun,Uttarakhand,0.013757131254352328,5,0.0016890238433512684,0.5775030479782206,0.002069628206075837,0.9789473684210527,27.223518641412713,At Risk
Bowl Soul,119771.0,442,4.060186418109187,2025-08-31,Bengaluru,Karnataka,0.22592970896270845,1,0.028174179824455962,0.5145671302140444,0.03259664424569443,1.0,27.21591398431346,At Risk
Quick Bites,32820.0,194,4.127835051546393,2025-08-30,Guwahati,Assam,0.061909920165616805,2,0.007699857755135434,0.5555444649843047,0.014265651563308447,0.9947368421052631,27.207009712053353,At Risk
Roll's Hut,18720.0,99,4.14123006833713,2025-08-29,Srinagar,Jammu and Kashmir,0.035312422471064794,3,0.0043797356038385036,0.563658333061134,0.007243698721265429,0.9894736842105263,27.12455023251813,At Risk
Big Fat Sandwich & Pizza,8035.0,22,4.1874213836477985,2025-08-17,Panaji,Goa,0.015156800991186197,15,0.0018637423281925676,0.5916381590353108,0.0015522211545568776,0.9263157894736842,27.117896782015006,At Risk
Auckland Hotel And Restaurant,36756.0,156,4.120057306590258,2025-08-31,Shimla,Himachal Pradesh,0.06933458335184069,1,0.008626666321625131,0.5508331908220394,0.01145687042649124,1.0,27.099199786056015,At Risk
Pizza Crust,22928.0,123,4.140331491712707,2025-08-27,Jaipur,Rajasthan,0.04325017213763748,5,0.005370591916792935,0.5631140312284901,0.009017665755044719,0.9789473684210527,27.078071612837846,At Risk
Hungry Panda,8069.0,35,4.200429799426933,2025-08-11,Kohima,Nagaland,0.015220936801229799,21,0.0018717482965006594,0.5995178482637287,0.0025131199645206594,0.8947368421052632,27.058036200114934,At Risk
37 The Central Restaurant,20370.0,74,4.138410596026491,2025-08-28,Shimla,Himachal Pradesh,0.038424895605533645,4,0.00476826053643708,0.5619504720907305,0.005395816394412003,0.9842105263157894,26.999266175225532,At Risk
Tibet Kitchen,37970.0,171,4.115403573629082,2025-08-30,Kohima,Nagaland,0.07162460903986807,2,0.008912526484155235,0.5480142488302766,0.012565599822603296,0.9947368421052631,26.995608941779203,At Risk
Stream Restaurant,33424.0,99,4.1233853006681525,2025-08-30,Srinagar,Jammu and Kashmir,0.06304927396756783,2,0.007842081427432127,0.5528490826518415,0.007243698721265429,0.9947368421052631,26.991398132130474,At Risk
New Little Hut Family Restaurant,23574.9,134,4.123848192153175,2025-08-29,Raipur,Chhattisgarh,0.044470450241084696,3,0.005522917237337189,0.5531294735242107,0.009830733978860225,0.9894736842105263,26.906152416902273,At Risk
ROMNIK PIZZA,30720.0,122,4.117364016736402,2025-08-30,Dehradun,Uttarakhand,0.05794859072174736,2,0.0072053714772827,0.549201763336113,0.008943750461970582,0.9947368421052631,26.890511189466743,At Risk
Grand Biryani Mahal,19676.0,94,4.127548543689319,2025-08-29,Patna,Bihar,0.03711577054170251,3,0.004604844595089559,0.5553709163436729,0.0068741222558947445,0.9894736842105263,26.877540561336925,At Risk
Ghar Ka Tadka,24996.0,114,4.117276264591441,2025-08-30,New Delhi,Delhi,0.04715113846617178,2,0.005857543165649818,0.5491486085443875,0.008352428117377485,0.9947368421052631,26.8231769663578,At Risk
51 Rainbows,16050.0,79,4.121782178217823,2025-08-31,Kohima,Nagaland,0.030275875035287926,1,0.0037510316219971705,0.551878010776667,0.005765392859782689,1.0,26.82168944537555,At Risk
Anna Snacks,25510.0,188,4.11354125149462,2025-08-29,Mumbai,Maharashtra,0.04812072100624268,3,0.005978574568895678,0.5468861699072232,0.013822159804863626,0.9894736842105263,26.81690811817506,At Risk
Veer Ji Malai Chaap Wale,32632.0,150,4.1054545454545455,2025-08-31,Patna,Bihar,0.06155528686302278,1,0.007655589459784808,0.5419877463359559,0.011013378668046418,1.0,26.786123541830996,At Risk
Noor The Biryani House,17266.600000000002,31,4.130472103004292,2025-08-28,Gangtok,Sikkim,0.0325708052264363,4,0.004037504005633188,0.5571418267476731,0.0022174587922241112,0.9842105263157894,26.7622094016579,At Risk
Shri Ganpati Misthan Bhandar,7000.0,33,4.144271685761048,2025-08-25,Lucknow,Uttar Pradesh,0.013204431479564828,7,0.0016200312341080058,0.56550075572498,0.002365289378372385,0.968421052631579,26.761340234996954,At Risk
Health Mantra,2176.0,14,4.187964338781576,2025-08-11,Lucknow,Uttar Pradesh,0.004104691842790438,21,0.00048412561298343893,0.5919670474865857,0.0009608988099637814,0.8947368421052632,26.744962846368814,At Risk
Gulab Sweets And Restaurant,6425.0,28,4.139517153748412,2025-08-26,Srinagar,Jammu and Kashmir,0.012119781750886287,6,0.0014846361818388045,0.5626207559369796,0.0019957129130017,0.9736842105263158,26.714764488906134,At Risk
The Spicy Treat,3930.0,24,4.151724137931034,2025-08-21,Agartala,Tripura,0.007413345102098539,11,0.0008971393898185323,0.5700149877487855,0.001700051740705152,0.9473684210526316,26.64402045339672,At Risk
Hosanna Restaurant,9710.0,67,4.133333333333333,2025-08-25,Gangtok,Sikkim,0.01831643280951064,7,0.0022581540021941538,0.5588749821285095,0.004878409342893044,0.968421052631579,26.6383543371167,At Risk
Lalaji Dilli Wale,6380.0,61,4.163387978142076,2025-08-14,Ahmedabad,Gujarat,0.012034896119946228,18,0.001474040047313389,0.5770802167231199,0.0044349175844482225,0.9105263157894736,26.565329613169837,At Risk
Bread Cafe,32891.0,120,4.103128621089223,2025-08-28,Shillong,Meghalaya,0.06204385082776668,4,0.007716576100719979,0.5405788460149079,0.008795919875822308,0.9842105263157894,26.544052085150376,At Risk
Haona Chao,14190.0,59,4.106042296072508,2025-08-31,Imphal,Manipur,0.026767268956432128,1,0.00331305806161332,0.5423437691055222,0.004287086998299948,1.0,26.4885771355962,At Risk
Wok N Roll,10840.0,77,4.123076923076922,2025-08-24,Kohima,Nagaland,0.020448005319783247,8,0.0025242347136101486,0.5526622866864321,0.005617562273634415,0.9631578947368421,26.424768181978482,At Risk
New Mughlai Restaurant,11235.0,54,4.117292937241787,2025-08-25,Bhubaneswar,Odisha,0.021193112524701546,7,0.0026172452277776867,0.5491587077990219,0.003917510532929263,0.968421052631579,26.34201178005614,At Risk
Sindhi Sweets,11250.0,37,4.0977701543739276,2025-08-30,Chandigarh,Punjab,0.0212214077350149,2,0.002620777272619492,0.537333020145391,0.0026609505506689332,0.9947368421052631,26.225409127332522,At Risk
Big Hunger Ashoka Biryani,25930.0,137,4.081889763779527,2025-08-30,Raipur,Chhattisgarh,0.048912986895016566,2,0.0060774718244662245,0.5277136671946283,0.010052479858082638,0.9947368421052631,26.222926907031784,At Risk
A1,6360.0,45,4.102215189873419,2025-08-29,Imphal,Manipur,0.011997169172861758,3,0.001469330654190982,0.5400255461946784,0.0032522728952620295,0.9894736842105263,26.219321912018493,At Risk
Mama's Kitchen,14786.0,117,4.085674676524951,2025-08-31,Gangtok,Sikkim,0.02789153197954936,1,0.003453397976661048,0.530006331935438,0.008574173996599896,1.0,26.20980935706158,At Risk
Anjappar,12245.0,36,4.1340328221684155,2025-08-16,Chennai,Tamil Nadu,0.02309832335246733,16,0.00285506958045924,0.5592986889605158,0.0025870352575947963,0.9210526315789473,26.155430472975215,At Risk
NDS Cafe,2757.0,23,4.108333333333332,2025-08-26,Raipur,Chhattisgarh,0.005200659655594318,6,0.0006209334831893621,0.5437315369884468,0.001626136447631015,0.9736842105263158,26.106148283196756,At Risk
Swu'S Kitchen,3560.0,15,4.262068965517242,2025-07-04,Kohima,Nagaland,0.006715396581035827,59,0.000810015617054003,0.6368550214704398,0.0010348141030379187,0.6947368421052632,26.10611597190875,At Risk
Tiffin aaw,4450.0,17,4.200704225352113,2025-07-24,Srinagar,Jammu and Kashmir,0.008394245726294783,39,0.001019583611001114,0.5996840784214474,0.0011826446891861925,0.8,26.054958590867194,At Risk
Crush Restaurant,18097.0,73,4.089915966386555,2025-08-27,Imphal,Manipur,0.034137228069383525,5,0.004233038008075526,0.5325754415491306,0.0053219011013378665,0.9789473684210527,26.042496473034227,At Risk
The Temptations - 24/7,11760.0,50,4.109354838709677,2025-08-22,Panaji,Goa,0.02218344488566891,10,0.0027408667972408703,0.5443503014135254,0.0036218493606327146,0.9526315789473684,26.038896490981735,At Risk
Mughal Darbar Since 1999,8391.0,40,4.090606420927467,2025-08-29,Srinagar,Jammu and Kashmir,0.01582834064928978,3,0.001947569525771412,0.532993675967611,0.0028826964298913444,0.9894736842105263,26.020103830762274,At Risk
N Chennai Express,10795.0,82,4.080145899053628,2025-08-31,Patna,Bihar,0.020363119688843186,1,0.0025136385790847328,0.5266573424022947,0.0059871387390051,1.0,26.020008590012335,At Risk
Jashan Restaurant,27713.0,93,4.078823529411765,2025-08-28,Shimla,Himachal Pradesh,0.052276344227597145,4,0.006497314221328807,0.5258563331172375,0.006800206962820608,0.9842105263157894,26.01369196478458,At Risk
Al-Baik,26381.0,85,4.068526294741052,2025-08-31,Srinagar,Jammu and Kashmir,0.04976372955177139,1,0.006183668639376503,0.5196189087840257,0.006208884618227511,1.0,25.960091701460385,At Risk
Southern Taste,27384.0,131,4.098342967244701,2025-08-19,Shillong,Meghalaya,0.0516557359480576,13,0.006419844704465213,0.5376799945567541,0.009608988099637814,0.9368421052631579,25.947794439505568,At Risk
Kolkata Royal Biryani House,420.0,4,4.158823529411765,2025-08-06,Patna,Bihar,0.0007922658887738896,26,7.06408968361049e-05,0.5743153575654363,0.0002217458792224111,0.868421052631579,25.920931806736768,At Risk
Appetite Classic,4090.0,18,4.112568306010928,2025-08-20,Panaji,Goa,0.007715160678774306,12,0.0009348145347977883,0.5462968200449603,0.0012565599822603295,0.9421052631578948,25.872481013964876,At Risk
BIZZA Cafe Heritage,43160.0,146,4.044466720128309,2025-08-31,Srinagar,Jammu and Kashmir,0.08141475180828828,1,0.01013461399941985,0.5050451148543735,0.01071771749574987,1.0,25.771092355522995,At Risk
Salem RR Biriyani Unavagam,35776.01,128,4.047366541688985,2025-08-30,Chennai,Tamil Nadu,0.06748598180817515,2,0.008395908413323749,0.5068016464031757,0.009387242220415403,0.9947368421052631,25.674998994089158,At Risk
Krishna Restaurant,11214.0,109,4.059285714285713,2025-08-30,Chandigarh,Punjab,0.021153499230262853,2,0.0026123003649991595,0.5140215398565156,0.0079828516520068,0.9947368421052631,25.6321636643882,At Risk
Spice Garden,12082.0,75,4.053256704980842,2025-08-30,Guwahati,Assam,0.022790848733728893,2,0.002816688026511623,0.5103695409902258,0.00546973168748614,0.9947368421052631,25.480516805569597,At Risk
Cafe Parizaad,17818.0,110,4.046582597730138,2025-08-30,Srinagar,Jammu and Kashmir,0.03361093715755516,2,0.0041673419740179485,0.5063267819098289,0.008056766945080937,0.9947368421052631,25.465000896209837,At Risk
Copper Kitchen,24287.0,70,4.086713286713287,2025-08-16,Chennai,Tamil Nadu,0.04581371819202728,16,0.00569059517946049,0.5306354573917975,0.005100155222115456,0.9210526315789473,25.45921694916413,At Risk
Dessi Cuppa,10990.0,99,4.044966442953021,2025-08-31,Kochi,Kerala,0.02073095742291678,1,0.002559555162028201,0.5053478158616245,0.007243698721265429,1.0,25.407690656755165,At Risk
Royal Kitchen,1200.0,1,4.4,2025-05-04,Aizawl,Mizoram,0.0022636168250682563,120,0.0002543072286099777,0.7204050636225063,0.0,0.37368421052631584,25.35916630308275,At Risk
